Diện tích (m2),Số phòng ngủ,Số phòng tắm,Năm xây dựng,Vị trí (Mã vùng),Giá bán (VNĐ)
125,2,3,2017,55106,409665757
264,4,2,1965,55126,1012309394
91,1,1,2016,55109,603779510
285,5,2,2020,55156,1071549055
78,5,3,2013,55199,700583233
188,1,3,1951,55110,384293748
153,1,2,1950,55106,753780856
236,3,2,2007,55126,587210795
77,5,3,1950,55199,547493067
165,4,1,1956,55123,671916217
230,2,3,2018,55106,631431975
279,3,2,1967,55111,701487831
238,5,3,1981,55123,772290186
240,1,3,1994,55160,498139457
221,5,1,1982,55199,877563832
73,4,3,2023,55156,854922489
58,3,3,2022,55107,569226779
88,1,3,1998,55109,326379715
100,4,2,1982,55110,464772474
121,2,2,2020,55109,732278557
294,3,1,2017,55199,912470139
249,4,3,1977,55123,764907258
244,4,2,2002,55156,833251910
93,1,1,1993,55109,592097595
274,2,3,2004,55111,918892181
91,4,1,1959,55106,736577689
199,3,1,1963,55126,788592092
298,4,1,1985,55109,724415704
296,5,1,1983,55111,919660873
83,3,1,1967,55123,508191763
45,3,1,1965,55106,724094093
37,4,1,1986,55109,540956448
133,1,3,1990,55160,461570436
88,3,3,1974,55123,751599788
69,5,1,1957,55160,498445189
266,1,3,1967,55109,820781013
123,1,1,2017,55107,640015035
251,1,3,1997,55160,455766480
233,3,2,2019,55107,915105638
167,1,1,2016,55111,304261095
236,4,2,1967,55156,808815515
110,1,1,1967,55110,424486900
247,5,1,2005,55126,977471425
31,2,2,1972,55109,435821073
207,5,2,1984,55126,673880666
175,3,2,1955,55110,785542484
253,1,1,1975,55106,550550294
91,1,2,2010,55109,668401734
268,4,2,1964,55110,1026975292
224,1,3,1981,55160,759815091
195,5,3,1961,55110,781173050
251,3,2,1954,55123,590304623
90,2,2,2013,55111,455531133
158,1,2,2020,55199,517798418
202,2,2,1976,55111,643600456
185,1,3,1994,55109,589591371
139,3,1,1984,55106,708905885
298,5,2,1975,55160,973852742
103,3,2,1972,55199,643113921
236,2,3,1962,55106,490896912
233,1,2,1952,55111,798112266
190,2,2,1978,55106,667686012
57,5,3,2015,55160,775347851
286,3,2,2013,55109,562050943
194,2,2,1977,55110,573640578
92,2,3,1985,55156,700391188
51,5,1,1955,55123,687377293
99,1,2,1960,55106,681086194
125,2,2,1987,55156,712493864
192,5,1,1983,55123,871531913
108,1,3,2016,55126,372216563
34,1,1,1995,55110,248852790
149,3,2,1978,55110,615533682
207,5,1,2009,55111,654195593
205,1,3,2003,55156,843240400
246,3,2,2018,55110,830761853
85,4,3,2023,55109,856591915
216,5,3,2023,55107,764427708
261,4,1,1958,55110,879416608
284,1,1,1959,55126,722783050
133,5,3,2024,55107,820478028
106,3,3,2017,55126,548540096
259,1,2,2007,55126,572327454
287,5,3,2001,55123,1100761917
293,5,3,1983,55199,733658772
211,4,1,1984,55123,691073039
285,1,3,1982,55160,654200102
67,3,3,2021,55199,525633289
205,3,1,1981,55156,437753583
56,1,2,2004,55123,430057696
169,1,1,1957,55111,559138325
120,2,1,1995,55109,383073256
90,4,3,1963,55156,478913989
192,1,3,1957,55106,547478627
172,1,2,2020,55110,747874030
282,2,3,2003,55199,534556809
298,2,2,1970,55111,901033400
216,5,2,2024,55199,731375183
115,3,2,1963,55156,778038652
195,4,2,2024,55107,720850809
143,5,3,1951,55106,803874963
212,1,1,2010,55110,487360467
236,2,1,1966,55106,668523093
285,3,3,1997,55199,835245660
264,5,3,1957,55109,698026511
32,3,2,2005,55111,308772074
237,2,3,1966,55126,840830846
226,5,1,2018,55156,971837614
154,5,3,1961,55111,668366378
167,3,3,1987,55123,810541526
54,2,2,1967,55126,546469533
97,1,2,1975,55123,258322168
90,5,2,1986,55111,720694890
58,1,2,2019,55106,314887618
48,2,1,1990,55110,323407031
200,5,3,1991,55111,710842224
103,5,3,1990,55109,692428812
90,1,2,1996,55106,627268585
182,4,1,1963,55109,699251787
77,1,1,1950,55156,496434071
240,1,3,1966,55123,709554219
168,4,2,2004,55111,703672911
139,2,3,2002,55123,697019679
212,2,3,1980,55156,676131745
57,5,1,2011,55110,572716514
226,3,1,1957,55106,882687071
220,3,3,1979,55107,680669361
80,5,2,2015,55110,540167312
178,3,2,1994,55110,727503705
297,1,3,1967,55109,529129333
79,1,3,1994,55109,645122667
275,4,2,1968,55199,863992336
142,4,2,2017,55106,719985509
199,5,2,1999,55109,924781680
195,5,3,1974,55160,959416257
43,5,1,1987,55126,472497287
232,1,2,1985,55106,457167469
218,3,2,2017,55126,853911109
184,5,2,2005,55109,884328328
84,5,3,1988,55126,812803840
211,1,1,2012,55107,461646596
239,1,1,1956,55199,472033702
104,1,2,2007,55110,341169800
162,3,3,2008,55199,705996941
88,5,1,1997,55156,768146074
211,2,3,1954,55106,605817160
93,2,1,1985,55107,539877276
289,5,2,1974,55107,1023786003
222,5,3,1994,55199,875305678
172,5,2,1968,55126,534908003
133,5,1,1956,55123,751093826
243,3,1,2007,55160,571174455
271,2,2,2015,55109,585741748
238,4,1,1988,55107,904292886
122,2,2,1967,55107,361730681
171,2,2,1950,55111,756124213
141,1,2,2012,55110,601444781
88,5,1,1952,55199,598139592
72,5,3,1970,55199,490521245
236,5,2,1979,55109,599009810
297,1,3,1960,55106,919814949
147,3,1,1971,55160,805858434
49,3,1,2006,55107,514656241
251,4,3,1952,55109,838786287
195,3,2,1979,55123,820394145
160,3,1,1994,55111,540592065
185,5,2,1985,55106,750775353
213,2,2,2021,55110,489168790
119,3,3,2013,55123,453070761
123,3,1,2003,55107,543674399
42,1,3,2017,55123,648395374
259,4,1,1999,55109,577017506
55,1,3,1980,55109,629404263
104,5,1,1978,55111,640049148
179,2,1,2008,55199,542754495
177,4,1,1985,55109,603716945
37,1,2,2022,55156,202617818
58,3,2,2016,55106,662213130
238,3,3,1960,55109,942430226
157,4,3,1960,55107,883042200
145,3,1,1975,55160,800869190
173,1,1,2002,55109,642057374
264,1,2,1963,55106,599880760
36,3,2,2013,55107,632037761
74,3,2,1959,55111,769908901
268,5,3,1980,55111,899838724
184,2,2,1985,55126,502787149
210,4,3,1959,55111,662202065
244,1,2,1975,55110,749327395
117,4,2,1969,55107,448789015
285,5,1,1993,55160,714386060
102,1,3,2011,55123,685200246
208,5,2,2022,55126,720916732
241,5,1,1958,55160,938616084
263,3,3,2020,55106,704948984
268,4,3,1973,55123,779959008
252,4,2,1961,55110,723450643
148,3,3,2009,55110,516233367
293,4,1,1965,55109,646687266
236,3,1,1978,55126,623011229
124,1,3,1981,55199,735766427
251,5,1,1984,55160,778713588
260,5,3,1992,55106,961017394
148,4,1,2002,55160,582914924
297,2,3,1969,55199,811142121
93,5,3,1957,55109,796856290
40,3,3,1991,55199,711890422
127,2,1,2019,55123,396137117
100,2,3,1965,55107,344767334
87,5,3,2018,55110,683796488
280,5,2,2002,55156,734127947
79,5,2,1994,55110,769292252
245,3,3,2000,55110,782593353
81,2,2,1955,55199,551358170
113,4,3,1982,55126,578648338
155,3,2,1964,55107,855129548
101,1,1,1963,55110,631273961
265,5,1,1988,55126,742006372
85,2,3,2012,55106,487666940
139,3,3,1954,55111,557547039
221,1,1,2001,55106,643273614
122,3,1,1965,55126,505745428
85,3,2,1987,55156,436188610
89,4,3,2002,55110,676551623
167,4,1,2002,55106,689873669
68,3,1,1995,55110,315285586
57,1,3,1964,55110,674851408
78,2,2,2008,55106,598894089
154,2,2,1999,55107,594962400
42,5,2,1958,55111,527527514
65,5,2,1975,55199,769924777
130,2,1,1952,55126,379090059
115,3,3,1996,55110,794722569
33,3,3,1954,55106,489283903
252,4,1,2011,55126,735986132
195,4,1,1954,55126,711149398
159,5,1,1959,55111,826864160
60,2,3,2012,55123,492393087
40,3,3,1974,55199,494135091
125,2,3,1993,55156,604411004
219,1,2,1974,55110,449494745
221,2,1,1979,55156,845938766
295,1,1,1963,55199,839246933
157,4,1,1992,55199,825207960
267,4,3,1977,55160,1016360960
141,5,1,1968,55123,839395161
174,2,1,1991,55160,361900180
94,2,2,1969,55106,429760232
276,1,3,1960,55199,471629414
252,4,1,2003,55199,670915343
135,1,3,1973,55107,566710495
210,4,3,2019,55111,799787663
213,1,3,1966,55111,683489164
255,4,2,1977,55123,768250985
294,1,3,1999,55123,671566751
118,4,3,2004,55160,748185137
205,1,3,2022,55107,655554280
47,2,1,1959,55123,454160700
135,5,2,1970,55126,752696767
196,1,1,2007,55126,667033111
42,5,2,1983,55160,464481098
61,2,2,1992,55107,329256462
69,2,3,1960,55126,370520777
177,4,3,1982,55199,660909112
247,5,1,2007,55126,965760696
248,3,2,1995,55199,613288118
111,4,3,2010,55126,504079311
237,5,3,2011,55126,777812971
230,1,3,1950,55106,420230096
67,1,3,1970,55156,546329624
240,2,1,2011,55156,595492253
278,3,1,2013,55106,788351352
256,1,3,2022,55110,797431076
77,5,3,2005,55156,554759803
47,5,3,1950,55107,441152268
225,1,3,1970,55156,497030615
216,5,3,1971,55156,974692965
253,5,2,2003,55107,666477913
258,2,2,1953,55107,609147705
106,3,2,2014,55160,608297608
217,2,2,2000,55107,704121661
299,3,3,2023,55199,793474300
124,5,2,2012,55199,553015314
161,3,2,1964,55156,748320091
68,5,1,1985,55199,520772358
101,5,2,1978,55111,800390252
189,2,2,2001,55199,734179733
216,2,3,1995,55199,888434303
220,4,2,2018,55160,627950813
149,1,2,1978,55160,536212559
249,4,3,1996,55126,866078499
82,4,2,1974,55106,517871108
251,3,3,1965,55110,595974620
160,5,2,1990,55110,832082483
266,5,1,2014,55106,832324502
275,5,1,2018,55107,625859653
255,1,2,1969,55160,863747939
237,3,1,2018,55126,764000888
125,3,3,1985,55199,635602272
229,5,2,2007,55123,840766576
276,4,3,1997,55156,845581224
101,1,1,1951,55111,539667062
214,4,3,1978,55160,989954017
35,2,1,1965,55109,561787434
235,3,1,1984,55111,774708441
61,3,1,2011,55123,624193508
128,4,3,1953,55110,480518092
285,1,1,2017,55126,421577267
216,3,2,2000,55126,644366559
105,4,1,1982,55156,619618143
206,1,2,1973,55123,392825180
284,4,2,2024,55156,917612696
219,1,2,1974,55110,812138094
156,5,2,1977,55123,808175125
283,1,3,1956,55106,554215450
242,2,2,1985,55106,511337020
279,5,1,1959,55199,707869035
113,4,2,1985,55123,586325203
42,5,1,1967,55106,481891436
74,5,3,1955,55110,500132270
156,4,2,1956,55199,645989038
143,4,1,1961,55109,571906695
234,2,3,1990,55110,666209334
87,4,3,2012,55106,676638349
248,3,1,1974,55107,867885734
138,3,2,2002,55160,481660045
203,2,3,1982,55111,489218948
293,1,1,2022,55156,522161518
140,1,2,1955,55160,476876564
216,3,3,2011,55106,552125198
298,4,1,2015,55126,762174327
258,2,3,1958,55123,563037155
185,1,3,2016,55110,713377056
218,1,1,1965,55111,506778832
31,5,3,2004,55106,621268792
275,3,1,1989,55123,690713107
239,4,2,1975,55156,643502400
42,2,1,1987,55199,441649487
125,1,2,1984,55123,482292908
250,5,3,2017,55156,929615697
267,3,1,2008,55156,671048649
123,3,1,1963,55160,467094998
298,2,1,1996,55110,551750289
200,1,1,2020,55109,533572976
123,2,2,2021,55110,563523961
178,2,2,1991,55110,749149565
141,5,3,2000,55109,899374600
84,3,3,1968,55123,525473005
145,4,3,2015,55109,638391092
172,3,3,1996,55199,827211613
230,3,1,2014,55107,847816908
209,5,2,1991,55107,924473459
231,4,2,1987,55123,846553118
82,1,2,1962,55111,295379885
209,4,2,1993,55111,641972255
166,1,3,1973,55126,631561794
211,4,1,1979,55199,700473084
30,2,2,2019,55160,426138432
73,4,1,1987,55111,646160628
256,5,1,1972,55160,879722200
127,1,1,2023,55109,600874220
237,3,1,2006,55107,862374596
294,5,2,1972,55107,860209380
169,1,2,1985,55111,411064726
266,1,2,2006,55199,575946571
101,3,3,1950,55156,605584993
184,2,2,2021,55160,435535036
219,5,3,1952,55126,775009302
297,3,3,1963,55106,891775664
136,3,3,1983,55109,480407869
261,2,2,2019,55123,618190596
71,5,2,2018,55106,856902142
219,3,2,2000,55106,913570795
168,2,3,1978,55123,783320814
132,5,3,1997,55160,677635909
200,4,1,1965,55123,901204748
250,1,3,2006,55123,505380010
242,2,3,1959,55110,645778589
85,1,2,1968,55109,570569177
131,4,1,2016,55160,699232656
221,3,1,1985,55160,666348286
229,3,1,1953,55123,569797880
262,5,2,2024,55106,624418495
256,2,1,1982,55110,707376079
168,2,1,1977,55156,363543728
178,5,2,1958,55199,792381363
144,1,1,2024,55199,435007166
92,3,3,1955,55160,715733329
133,3,3,1998,55109,702101068
185,2,3,1971,55107,631726748
35,2,3,1997,55156,469399338
176,5,3,1970,55160,602593516
213,4,3,1982,55156,943091769
57,1,3,2005,55199,497875180
67,4,3,1978,55110,650024941
148,4,3,2002,55111,667943500
273,2,2,1989,55156,792643992
97,2,2,2023,55123,590935912
243,2,3,1967,55126,687489517
247,4,2,1996,55110,569682368
206,1,2,1962,55106,430481987
193,2,3,1976,55106,672732571
87,3,3,2011,55123,520609431
298,1,2,2023,55109,691310972
87,3,3,1994,55156,633997101
134,1,3,1952,55123,499380898
257,2,3,1971,55109,827767205
276,5,3,1976,55107,723145186
217,2,2,2004,55123,693073248
112,4,1,2016,55109,707801983
215,4,2,1982,55106,815910068
281,1,1,1951,55126,798304226
267,4,1,2024,55111,818677949
213,2,1,1995,55107,712254957
239,3,2,2023,55126,916421889
126,2,2,1982,55109,352997291
237,1,2,2007,55107,449525644
166,4,2,1956,55160,546394653
213,3,2,1964,55160,531280863
105,5,1,1975,55123,832087779
171,3,2,1960,55199,452159442
266,3,1,1987,55160,667433792
54,2,2,1976,55111,274204984
96,5,2,1956,55107,724616970
279,1,3,1950,55199,616069970
147,1,1,2023,55107,600362130
102,3,2,1970,55123,366180107
39,3,2,1979,55109,626589954
240,4,2,1957,55156,918751606
181,5,3,1952,55199,662406135
34,3,1,2004,55109,602523665
224,4,2,1964,55109,763238128
142,5,2,1985,55111,918282884
192,1,2,1955,55111,754398831
134,4,3,1991,55111,608410135
210,5,2,1999,55126,1016786509
73,4,1,1967,55156,537621682
204,3,1,1999,55109,774534949
191,2,1,1979,55126,764932747
169,1,1,1988,55199,326434803
161,3,2,1961,55109,838215690
116,3,3,2008,55109,798386470
205,5,3,1993,55106,823976570
212,4,3,1953,55107,703622041
158,1,2,1985,55110,400275136
275,3,3,1997,55106,993366927
118,5,1,1963,55123,806880943
95,1,2,1998,55110,354555440
187,4,3,2016,55107,619007022
178,3,1,1958,55123,654889268
145,3,1,1970,55109,425986120
243,3,2,2021,55156,516119108
282,1,2,1965,55126,834106172
172,1,3,1965,55107,422354836
279,1,3,1977,55199,493217706
54,1,3,2000,55123,418471059
99,5,2,2005,55156,876806265
142,2,3,2006,55126,647505524
141,5,3,2001,55156,788575084
120,3,1,1995,55109,604111637
47,5,1,1987,55109,494931852
178,4,1,1997,55199,694823526
256,1,3,1990,55160,789113034
243,4,2,2008,55110,901865233
180,4,1,2016,55106,870019006
221,3,2,2023,55123,783769821
69,1,3,2015,55160,403079072
271,4,3,1976,55156,912881003
167,3,1,1981,55160,791972482
209,1,2,2005,55126,418156025
229,2,1,1959,55156,450905659
232,3,3,1989,55106,846689856
90,5,2,1966,55160,799584931
221,1,1,2007,55160,630394437
34,4,3,1955,55107,382271946
266,4,1,1988,55111,555612019
210,5,2,1967,55106,642717004
66,5,2,2022,55160,782131274
85,4,2,2021,55199,502790010
266,1,2,1991,55109,488809765
226,3,2,1953,55107,816621554
102,5,1,1969,55110,771347864
88,5,1,1977,55111,629173582
269,5,1,1989,55126,810578100
31,2,1,2014,55110,375382028
217,1,3,1993,55126,562189225
59,1,3,1972,55106,337257184
296,1,1,2006,55109,432041100
137,1,3,1996,55111,411614132
119,1,3,1962,55110,636006137
234,4,2,1965,55107,608626647
249,5,1,2004,55110,683621971
123,4,3,2014,55156,726858923
132,2,3,1965,55126,515339792
252,3,1,1986,55123,675255802
215,5,2,2001,55123,744544305
213,2,1,1959,55199,569470679
191,4,2,1987,55107,515795801
276,3,3,1993,55123,628069415
60,2,2,2023,55110,278374815
81,3,2,2003,55123,433576476
105,2,1,2000,55126,368848909
69,4,3,2001,55109,552118244
130,3,1,2019,55106,724681045
140,2,1,2008,55123,714067553
278,4,3,1962,55123,751898330
220,5,1,1990,55107,596538616
211,4,1,1961,55111,528455870
238,4,2,1999,55199,646562773
51,5,1,2006,55126,641265147
195,4,3,1999,55106,604705272
128,5,1,2006,55123,642520298
237,5,2,2003,55123,876670713
37,5,1,2015,55126,567199362
219,2,1,1957,55110,536450005
204,3,1,2012,55109,578083641
46,2,2,1958,55156,318348143
119,5,3,2009,55160,898308500
170,3,3,2012,55123,642386764
174,3,2,2021,55109,833317321
195,5,2,1952,55107,642304574
107,3,1,2022,55199,481821680
291,3,3,1962,55106,725984440
192,2,2,1958,55199,502063572
43,3,3,2001,55111,627606790
268,5,1,2011,55106,869173805
101,1,2,1957,55106,285314261
172,1,3,1994,55109,389510865
298,1,3,2002,55109,813234708
270,5,1,2012,55106,1028751857
274,1,2,2006,55160,790647309
192,2,3,2003,55199,540542281
89,5,1,1968,55160,785491872
35,5,3,2016,55160,796484424
226,5,1,1995,55109,682242193
87,3,3,1959,55199,740526924
246,3,3,1967,55199,731919610
55,3,1,1961,55156,542795856
34,4,2,1998,55123,367827325
49,2,1,1972,55111,370709142
227,5,2,2011,55156,799617112
88,5,3,1960,55126,857756981
271,3,3,2022,55106,951763791
175,5,1,2005,55111,825197911
278,5,1,2004,55123,1012430486
43,1,2,1974,55107,241322022
42,5,2,1958,55156,659806844
73,4,2,1961,55110,571022101
48,3,1,1960,55106,516129056
92,2,3,1987,55160,504378728
268,2,1,1977,55109,587772969
129,1,3,1957,55160,511853167
192,2,1,2023,55160,537106932
151,2,1,1996,55160,420283917
73,3,2,1985,55107,615400919
174,3,3,1999,55156,704033980
79,4,1,1958,55199,622723967
94,1,1,2009,55106,496382162
193,2,3,2021,55160,435353100
170,4,1,2016,55123,761573600
157,1,3,2002,55106,450040820
268,2,2,1966,55123,631041234
216,2,2,2002,55106,782778030
237,3,3,1977,55109,955147507
249,5,2,2012,55160,888351007
219,1,3,1964,55156,470557710
266,2,1,1968,55126,661352376
223,1,1,2019,55107,720987786
288,4,3,1996,55123,1029196285
275,4,1,2020,55160,893505366
165,5,2,1997,55199,903551866
200,2,1,2022,55106,539234884
188,3,1,1969,55111,701196343
230,2,3,1986,55107,522337237
74,1,2,2024,55109,387454761
293,4,1,1951,55111,883105233
100,1,1,2013,55110,503896962
132,5,3,1985,55160,568845184
154,4,3,1954,55199,519173117
259,3,2,2013,55111,543710078
175,4,1,1956,55123,659532848
226,2,3,2019,55156,486945710
250,2,3,1971,55110,849030564
89,4,3,2023,55109,593772203
127,5,2,1995,55123,780881026
200,2,3,1989,55156,597458258
202,2,2,2010,55123,477839828
180,3,2,1995,55126,709600064
151,4,1,1977,55126,470745305
137,2,1,1984,55199,409831881
33,5,2,1950,55160,827950498
122,1,1,1978,55111,344452684
35,4,1,1958,55156,651843562
135,3,3,1958,55160,540291717
175,2,1,1971,55156,510479522
125,5,2,2012,55107,685832719
258,4,1,2015,55111,817101416
231,5,3,2007,55123,784662535
241,5,2,2019,55199,776079482
35,3,1,2004,55109,399349188
141,4,2,1962,55107,670754324
135,2,1,1968,55107,328782366
168,3,3,1982,55109,882385380
125,2,1,2023,55156,413114258
243,1,2,2014,55156,632905140
51,5,2,2009,55156,636165907
222,1,2,1961,55199,716897587
179,5,1,1992,55123,905027329
276,3,1,1966,55106,619930616
296,2,1,2017,55160,538228414
280,2,3,1978,55123,696908678
32,3,3,2004,55109,325258848
105,4,3,1956,55199,793728116
116,1,2,1993,55156,300883313
299,1,2,1954,55123,522303401
254,2,2,2009,55199,582940421
47,2,2,1955,55110,593324486
142,2,2,1956,55160,679133355
280,3,1,1995,55199,834804625
262,4,2,2006,55123,879810538
231,1,1,2003,55160,460390773
112,5,3,1995,55109,677452030
154,3,3,1959,55110,802730450
204,1,3,1953,55199,476776344
98,4,3,2016,55107,577580222
76,3,3,1974,55106,655885379
285,1,2,2010,55199,510625484
244,3,2,1987,55111,753185951
59,1,2,1981,55123,320594778
266,1,3,1972,55160,840484914
277,4,3,1986,55107,894623201
54,5,1,1952,55199,618252571
103,4,2,1962,55126,494580616
235,1,3,1983,55106,818532756
123,3,3,2014,55110,731351981
156,4,3,1957,55111,585988893
54,5,1,1958,55199,678635740
145,1,3,1977,55109,553114056
77,4,1,1967,55107,584325836
255,4,1,1991,55107,838657791
295,4,2,1990,55109,901905078
128,4,3,2019,55109,613247646
40,3,1,1982,55110,513807330
114,5,3,2003,55156,938198185
243,5,2,1985,55111,739334013
202,1,2,2005,55106,653331689
238,2,1,1966,55126,488015807
93,3,2,1959,55123,436389192
287,1,2,1993,55126,809841469
150,1,2,1951,55107,449454302
83,4,3,1963,55126,742826859
270,2,3,1990,55107,738429303
272,2,1,1951,55126,751037118
47,3,1,1968,55160,385038823
216,2,2,1950,55109,802707415
173,1,2,1951,55109,763455208
291,2,1,1976,55199,801691184
268,2,2,1951,55110,884415665
105,5,1,2000,55110,659073875
217,1,3,1959,55123,633454352
275,2,2,1968,55126,499971611
159,2,2,1962,55126,652838917
108,4,2,1997,55199,860614697
101,2,3,2005,55156,674293600
292,2,3,2021,55199,867546075
220,5,2,2005,55111,999073342
92,1,1,1999,55109,484215352
41,3,3,1994,55106,535898152
170,1,2,2008,55106,455158579
283,4,2,1988,55110,889334853
72,1,3,1970,55110,478424838
46,2,1,2004,55199,326146696
92,4,2,2006,55160,707895780
282,1,1,1990,55126,849971407
37,4,1,2019,55160,716403937
119,3,3,1998,55110,504346786
237,1,2,1993,55107,545523155
147,2,2,1984,55199,797390201
204,4,1,1954,55199,677082070
105,5,3,2020,55156,561108731
130,4,3,2023,55106,510018921
180,5,3,2023,55106,1008494754
299,2,1,2000,55109,570786797
100,3,1,2006,55160,376472790
209,5,2,2007,55111,951146563
153,3,3,1985,55109,771579849
224,4,1,1959,55156,611198570
257,2,3,1999,55107,885151370
135,5,1,1986,55160,735533671
50,4,2,1969,55111,707546238
93,1,3,1962,55106,404612982
194,4,1,2024,55111,522637046
56,3,3,1968,55107,756069064
177,2,1,2005,55123,625329511
193,2,1,1994,55160,717100043
253,4,1,2009,55109,636089104
175,1,3,2017,55107,670770591
59,3,1,2006,55160,407615318
74,4,2,2003,55160,655035534
63,4,3,1986,55109,497108786
170,2,2,1986,55160,755074267
250,3,2,1963,55199,577103603
51,1,3,1993,55110,623341093
209,2,1,1991,55109,626239428
260,4,2,1950,55111,664237863
67,2,3,1972,55160,542925393
99,2,1,2013,55107,359362740
145,5,3,1977,55107,700689620
268,2,3,1953,55156,896939726
177,2,3,1990,55156,655590210
38,3,1,2009,55199,649857837
79,2,2,1967,55111,483576729
34,1,2,2012,55109,293259214
155,4,3,2010,55106,864576830
104,3,3,1998,55107,661246828
194,2,1,1996,55109,794332596
106,1,3,1988,55106,345423507
166,4,3,1955,55123,871825722
135,3,3,2002,55156,691120281
124,1,2,1974,55107,726573032
164,2,3,2014,55199,829733846
97,5,2,1954,55111,740058032
176,5,1,2014,55110,930767538
188,3,1,1957,55123,685514520
192,1,2,1988,55107,796903027
218,4,2,1992,55109,719397257
124,1,2,2022,55156,523090901
210,5,2,1954,55160,836748354
216,3,3,1953,55156,732501970
167,2,2,1950,55110,712774046
159,1,2,2005,55107,586348616
223,5,2,1994,55106,847086812
173,4,3,2014,55126,750735844
45,3,3,1952,55160,744938797
274,2,3,1971,55123,596006598
136,1,1,2021,55109,289937268
117,4,3,2005,55156,652744293
158,2,2,1967,55199,753888983
33,5,3,1974,55199,581208638
124,5,3,1997,55199,752924359
238,4,2,1980,55111,732608993
254,5,3,1979,55199,750611128
76,3,1,2015,55106,322362969
210,4,3,1959,55111,833190715
135,5,1,2020,55160,680340827
228,1,1,2008,55106,737535771
135,5,1,2000,55199,543545709
289,3,2,1958,55107,747865141
137,2,3,2003,55126,763650694
48,2,1,2011,55160,355092418
200,5,1,1958,55106,710492787
224,2,3,1958,55107,678971349
41,5,2,1973,55156,423300598
224,3,2,1988,55123,656458533
211,2,1,2024,55123,521005108
173,1,2,1957,55160,350298795
211,5,3,1974,55156,917014795
59,2,2,2015,55160,481332894
113,3,3,1959,55123,453524478
195,3,1,1973,55109,792344998
125,1,3,2008,55111,663424680
295,3,1,1980,55106,957297628
254,3,3,1960,55111,624289898
71,2,3,1955,55123,643222179
275,5,2,2019,55123,958530553
237,4,3,1981,55126,634813163
266,3,1,1988,55107,696547985
51,3,3,1997,55126,521976134
214,4,1,1962,55111,506439392
271,3,1,2008,55107,642484989
70,2,3,2016,55156,341873836
191,2,2,2005,55126,418966116
189,4,3,1990,55110,812315864
118,3,3,2005,55199,583945992
41,3,2,1984,55107,688772086
102,5,1,1987,55126,568705691
105,3,3,2016,55111,643249227
230,2,2,1983,55107,675420634
39,1,2,2019,55106,274194969
255,1,1,1960,55106,699977207
205,1,2,1976,55107,387974681
68,1,1,1997,55107,500837945
89,3,3,1973,55111,674229648
95,3,2,1967,55123,719817970
153,5,3,1976,55110,992626199
193,3,2,2003,55123,471333615
188,1,2,2004,55126,541304711
86,4,3,1970,55111,845416221
107,4,2,2008,55123,447636825
223,2,3,1983,55106,616881495
44,2,3,2007,55111,707808462
41,3,1,1997,55109,644186779
130,4,3,2003,55123,565872458
185,1,1,1967,55199,613912934
154,1,3,1952,55123,693839681
139,1,2,1973,55111,684682098
175,3,3,1950,55110,465521777
245,3,2,1955,55160,604911468
191,5,1,1968,55126,727817791
157,1,2,1992,55106,434143638
179,1,3,1957,55109,663192672
65,3,2,2018,55199,690525132
202,3,1,2001,55109,745458381
51,5,2,2022,55111,537531295
235,5,2,1996,55111,743378224
156,2,3,1977,55111,677583381
246,4,3,1995,55106,976900627
125,1,2,1953,55106,727442080
193,1,1,1957,55156,447216324
177,5,2,2010,55123,803639741
47,5,1,1966,55111,422825747
224,2,1,1983,55123,805284863
180,4,1,1969,55156,688357453
152,2,2,2023,55109,763535450
216,4,1,1983,55111,870106073
178,1,2,1992,55123,521559071
133,2,1,1959,55109,597090397
272,5,1,1979,55156,741091290
260,2,2,1974,55126,606773590
235,2,3,2006,55126,791006894
227,1,3,2012,55160,774359447
116,5,2,2020,55123,800166504
171,5,2,1996,55110,708097980
228,3,3,1952,55123,728584181
75,3,3,1995,55156,411795690
44,3,3,1985,55110,376721309
73,1,2,1975,55106,635087677
198,2,1,1959,55160,789094726
73,5,2,1983,55109,780562790
127,5,3,1957,55109,789243029
290,2,1,2004,55123,909580456
138,5,2,1959,55107,754234782
133,2,3,2006,55156,690450160
285,1,2,1994,55123,740816588
235,1,1,1999,55111,437702952
72,1,3,2013,55126,390200188
274,2,2,1951,55126,764962984
112,2,1,1994,55123,421642739
139,4,1,2011,55123,728911772
219,5,2,1963,55126,782150491
280,5,1,2023,55107,744706558
241,4,3,1964,55123,804909611
162,4,1,1963,55107,508479423
230,1,2,1980,55109,822574994
124,4,3,1978,55111,707075438
248,2,1,1976,55106,645524337
118,3,1,1958,55107,526466840
101,2,3,1969,55106,347187941
276,4,3,2007,55156,864943736
158,5,1,1998,55126,763134181
241,2,3,2006,55126,849835170
125,5,2,1965,55110,572954305
104,2,1,2024,55109,391602692
83,5,2,1957,55160,465497724
83,2,1,2016,55123,459263165
247,5,2,1968,55156,871445971
45,3,2,2016,55107,437658379
128,1,3,1985,55109,668593829
49,2,1,2009,55160,606110479
75,3,3,1985,55123,658660004
222,1,3,1960,55123,720545663
87,2,1,2000,55199,471474725
140,3,2,2004,55199,837832995
158,3,1,2003,55106,433620397
223,3,1,1966,55123,504011292
37,4,1,2011,55160,694122146
58,5,3,1991,55126,674946084
141,1,1,1973,55160,480642805
190,5,1,1966,55199,539490452
160,5,1,1997,55110,913996308
